Var1,temp1,temp2,temp3,pop1,Var2,temp4,temp5,temp6,pop2,popcomp,pop_comp,Qual_ecology_score,APS,Correlation,Ecology,temp,Geography,combined,APS2,comparison,least.cost.distance,euc.distance
pacific,marine,pax,limnetic,pax limnetic,pacific,marine,pri,limnetic,pri limnetic,pax limnetic_pri limnetic,pax_limnetic_pri_limnetic,3,Allopatric,0.731785355, Same_Ecology, pax    pri  , Same_Ocean,Same_Ecology_Same_Ocean,Allopatric,pacific_pax limnetic_pacific_pri limnetic,27.22246315,5
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,pcr,lake,pcr lake,pacific,marine,roberts,lake,roberts lake,pcr lake_roberts lake,pcr_lake_roberts_lake,3,Allopatric,0.615483916, Same_Ecology, pcr    roberts  , Same_Ocean,Same_Ecology_Same_Ocean,Allopatric,pacific_pcr lake_pacific_roberts lake,875.7044239,811
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,roberts,stream,roberts stream,pacific,marine,wc,stream,wc stream,roberts stream_wc stream,roberts_stream_wc_stream,3,Allopatric,0.58807486, Same_Ecology, roberts    wc  , Same_Ocean,Same_Ecology_Same_Ocean,Allopatric,pacific_roberts stream_pacific_wc stream,961.0868583,783
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,bea,lake,bea lake,pacific,marine,lq,limnetic,lq limnetic,bea lake_lq limnetic,bea_lake_lq_limnetic,2,Allopatric,0.302293672, Diff_Ecology, bea    lq  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_bea lake_pacific_lq limnetic,2576.419409,2064
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,bea,lake,bea lake,pacific,marine,pax,limnetic,pax limnetic,bea lake_pax limnetic,bea_lake_pax_limnetic,2,Allopatric,0.421248604, Diff_Ecology, bea    pax  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_bea lake_pacific_pax limnetic,2595.480272,2041
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,bea,lake,bea lake,pacific,marine,pri,limnetic,pri limnetic,bea lake_pri limnetic,bea_lake_pri_limnetic,2,Allopatric,0.436145147, Diff_Ecology, bea    pri  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_bea lake_pacific_pri limnetic,2603.507119,2036
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,boot,lake,boot lake,pacific,marine,lq,limnetic,lq limnetic,boot lake_lq limnetic,boot_lake_lq_limnetic,2,Allopatric,0.263968437, Diff_Ecology, boot    lq  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_boot lake_pacific_lq limnetic,120.3730956,96
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,boot,lake,boot lake,pacific,marine,pax,limnetic,pax limnetic,boot lake_pax limnetic,boot_lake_pax_limnetic,2,Allopatric,0.301784318, Diff_Ecology, boot    pax  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_boot lake_pacific_pax limnetic,78.48047012,67
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,boot,lake,boot lake,pacific,marine,pri,limnetic,pri limnetic,boot lake_pri limnetic,boot_lake_pri_limnetic,2,Allopatric,0.343754193, Diff_Ecology, boot    pri  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_boot lake_pacific_pri limnetic,86.50731725,63
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,boot,stream,boot stream,pacific,marine,lq,benthic,lq benthic,boot stream_lq benthic,boot_stream_lq_benthic,2,Allopatric,0.472815192, Diff_Ecology, boot    lq  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_boot stream_pacific_lq benthic,120.3730956,97
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,boot,stream,boot stream,pacific,marine,pax,benthic,pax benthic,boot stream_pax benthic,boot_stream_pax_benthic,2,Allopatric,0.475200511, Diff_Ecology, boot    pax  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_boot stream_pacific_pax benthic,78.48047012,68
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,boot,stream,boot stream,pacific,marine,pri,benthic,pri benthic,boot stream_pri benthic,boot_stream_pri_benthic,2,Allopatric,0.485374561, Diff_Ecology, boot    pri  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_boot stream_pacific_pri benthic,86.50731725,63
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,constance,lake,constance lake,pacific,marine,lq,limnetic,lq limnetic,constance lake_lq limnetic,constance_lake_lq_limnetic,2,Allopatric,0.15334939, Diff_Ecology, constance    lq  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_constance lake_pacific_lq limnetic,20559.16009,8338
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,constance,lake,constance lake,pacific,marine,pax,limnetic,pax limnetic,constance lake_pax limnetic,constance_lake_pax_limnetic,2,Allopatric,0.140664855, Diff_Ecology, constance    pax  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_constance lake_pacific_pax limnetic,20579.2316,8349
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,constance,lake,constance lake,pacific,marine,pri,limnetic,pri limnetic,constance lake_pri limnetic,constance_lake_pri_limnetic,2,Allopatric,0.186969231, Diff_Ecology, constance    pri  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_constance lake_pacific_pri limnetic,20579.2316,8347
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,constance,stream,constance stream,pacific,marine,lq,benthic,lq benthic,constance stream_lq benthic,constance_stream_lq_benthic,2,Allopatric,0.137715941, Diff_Ecology, constance    lq  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_constance stream_pacific_lq benthic,20559.16009,8336
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,constance,stream,constance stream,pacific,marine,pax,benthic,pax benthic,constance stream_pax benthic,constance_stream_pax_benthic,2,Allopatric,0.116459264, Diff_Ecology, constance    pax  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_constance stream_pacific_pax benthic,20579.2316,8347
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,constance,stream,constance stream,pacific,marine,pri,benthic,pri benthic,constance stream_pri benthic,constance_stream_pri_benthic,2,Allopatric,0.140273259, Diff_Ecology, constance    pri  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_constance stream_pacific_pri benthic,20579.2316,8345
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,geneva,lake,geneva lake,pacific,marine,lq,limnetic,lq limnetic,geneva lake_lq limnetic,geneva_lake_lq_limnetic,2,Allopatric,0.113769778, Diff_Ecology, geneva    lq  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_geneva lake_pacific_lq limnetic,18662.94925,8327
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,geneva,lake,geneva lake,pacific,marine,pax,limnetic,pax limnetic,geneva lake_pax limnetic,geneva_lake_pax_limnetic,2,Allopatric,0.123159561, Diff_Ecology, geneva    pax  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_geneva lake_pacific_pax limnetic,18683.02076,8339
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,geneva,lake,geneva lake,pacific,marine,pri,limnetic,pri limnetic,geneva lake_pri limnetic,geneva_lake_pri_limnetic,2,Allopatric,0.130425012, Diff_Ecology, geneva    pri  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_geneva lake_pacific_pri limnetic,18683.02076,8337
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,geneva,stream,geneva stream,pacific,marine,lq,benthic,lq benthic,geneva stream_lq benthic,geneva_stream_lq_benthic,2,Allopatric,0.11779343, Diff_Ecology, geneva    lq  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_geneva stream_pacific_lq benthic,18662.94925,8345
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,geneva,stream,geneva stream,pacific,marine,pax,benthic,pax benthic,geneva stream_pax benthic,geneva_stream_pax_benthic,2,Allopatric,0.116009438, Diff_Ecology, geneva    pax  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_geneva stream_pacific_pax benthic,18683.02076,8357
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,geneva,stream,geneva stream,pacific,marine,pri,benthic,pri benthic,geneva stream_pri benthic,geneva_stream_pri_benthic,2,Allopatric,0.113723219, Diff_Ecology, geneva    pri  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_geneva stream_pacific_pri benthic,18683.02076,8355
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,hadsten,lake,hadsten lake,pacific,marine,lq,limnetic,lq limnetic,hadsten lake_lq limnetic,hadsten_lake_lq_limnetic,2,Allopatric,0.054930706, Diff_Ecology, hadsten    lq  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_hadsten lake_pacific_lq limnetic,14705.69846,7496
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,hadsten,lake,hadsten lake,pacific,marine,pax,limnetic,pax limnetic,hadsten lake_pax limnetic,hadsten_lake_pax_limnetic,2,Allopatric,0.09816761, Diff_Ecology, hadsten    pax  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_hadsten lake_pacific_pax limnetic,14725.76997,7504
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,hadsten,lake,hadsten lake,pacific,marine,pri,limnetic,pri limnetic,hadsten lake_pri limnetic,hadsten_lake_pri_limnetic,2,Allopatric,0.074698845, Diff_Ecology, hadsten    pri  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_hadsten lake_pacific_pri limnetic,14725.76997,7502
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,hald,lake,hald lake,pacific,marine,lq,limnetic,lq limnetic,hald lake_lq limnetic,hald_lake_lq_limnetic,2,Allopatric,0.09512851, Diff_Ecology, hald    lq  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_hald lake_pacific_lq limnetic,14430.53436,7469
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,hald,lake,hald lake,pacific,marine,pax,limnetic,pax limnetic,hald lake_pax limnetic,hald_lake_pax_limnetic,2,Allopatric,0.12955257, Diff_Ecology, hald    pax  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_hald lake_pacific_pax limnetic,14450.60587,7478
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,hald,lake,hald lake,pacific,marine,pri,limnetic,pri limnetic,hald lake_pri limnetic,hald_lake_pri_limnetic,2,Allopatric,0.141250044, Diff_Ecology, hald    pri  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_hald lake_pacific_pri limnetic,14450.60587,7475
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,joes,lake,joes lake,pacific,marine,lq,limnetic,lq limnetic,joes lake_lq limnetic,joes_lake_lq_limnetic,2,Allopatric,0.226740012, Diff_Ecology, joes    lq  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_joes lake_pacific_lq limnetic,782.5323523,241
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,joes,lake,joes lake,pacific,marine,pax,limnetic,pax limnetic,joes lake_pax limnetic,joes_lake_pax_limnetic,2,Allopatric,0.290389415, Diff_Ecology, joes    pax  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_joes lake_pacific_pax limnetic,801.5932153,211
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,joes,lake,joes lake,pacific,marine,pri,limnetic,pri limnetic,joes lake_pri limnetic,joes_lake_pri_limnetic,2,Allopatric,0.29338656, Diff_Ecology, joes    pri  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_joes lake_pacific_pri limnetic,809.6200624,207
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,joes,stream,joes stream,pacific,marine,lq,benthic,lq benthic,joes stream_lq benthic,joes_stream_lq_benthic,2,Allopatric,0.361483635, Diff_Ecology, joes    lq  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_joes stream_pacific_lq benthic,782.5323523,243
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,joes,stream,joes stream,pacific,marine,pax,benthic,pax benthic,joes stream_pax benthic,joes_stream_pax_benthic,2,Allopatric,0.347214865, Diff_Ecology, joes    pax  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_joes stream_pacific_pax benthic,801.5932153,213
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,joes,stream,joes stream,pacific,marine,pri,benthic,pri benthic,joes stream_pri benthic,joes_stream_pri_benthic,2,Allopatric,0.378849277, Diff_Ecology, joes    pri  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_joes stream_pacific_pri benthic,809.6200624,209
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,lq,benthic,lq benthic,pacific,marine,misty,stream,misty stream,lq benthic_misty stream,lq_benthic_misty_stream,2,Allopatric,0.49979366, Diff_Ecology, lq    misty  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_lq benthic_pacific_misty stream,791.8651122,232
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,lq,benthic,lq benthic,pacific,marine,roberts,stream,roberts stream,lq benthic_roberts stream,lq_benthic_roberts_stream,2,Allopatric,0.443881274, Diff_Ecology, lq    roberts  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_lq benthic_pacific_roberts stream,120.3730956,104
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,lq,benthic,lq benthic,pacific,marine,wc,stream,wc stream,lq benthic_wc stream,lq_benthic_wc_stream,2,Allopatric,0.343102612, Diff_Ecology, lq    wc  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_lq benthic_pacific_wc stream,869.2667453,725
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,lq,limnetic,lq limnetic,pacific,marine,misty,lake,misty lake,lq limnetic_misty lake,lq_limnetic_misty_lake,2,Allopatric,0.360217103, Diff_Ecology, lq    misty  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_lq limnetic_pacific_misty lake,791.8651122,231
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,lq,limnetic,lq limnetic,pacific,marine,mud,lake,mud lake,lq limnetic_mud lake,lq_limnetic_mud_lake,2,Allopatric,0.341460569, Diff_Ecology, lq    mud  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_lq limnetic_pacific_mud lake,2590.567858,2024
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,lq,limnetic,lq limnetic,pacific,marine,pcr,lake,pcr lake,lq limnetic_pcr lake,lq_limnetic_pcr_lake,2,Allopatric,0.322990134, Diff_Ecology, lq    pcr  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_lq limnetic_pacific_pcr lake,783.8843108,730
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,lq,limnetic,lq limnetic,pacific,marine,roberts,lake,roberts lake,lq limnetic_roberts lake,lq_limnetic_roberts_lake,2,Allopatric,0.307889397, Diff_Ecology, lq    roberts  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_lq limnetic_pacific_roberts lake,120.3730956,102
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,misty,lake,misty lake,pacific,marine,pax,limnetic,pax limnetic,misty lake_pax limnetic,misty_lake_pax_limnetic,2,Allopatric,0.434944341, Diff_Ecology, misty    pax  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_misty lake_pacific_pax limnetic,810.9259752,202
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,misty,lake,misty lake,pacific,marine,pri,limnetic,pri limnetic,misty lake_pri limnetic,misty_lake_pri_limnetic,2,Allopatric,0.472516933, Diff_Ecology, misty    pri  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_misty lake_pacific_pri limnetic,818.9528223,197
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,misty,stream,misty stream,pacific,marine,pax,benthic,pax benthic,misty stream_pax benthic,misty_stream_pax_benthic,2,Allopatric,0.482117201, Diff_Ecology, misty    pax  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_misty stream_pacific_pax benthic,810.9259752,203
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,misty,stream,misty stream,pacific,marine,pri,benthic,pri benthic,misty stream_pri benthic,misty_stream_pri_benthic,2,Allopatric,0.511714352, Diff_Ecology, misty    pri  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_misty stream_pacific_pri benthic,818.9528223,198
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,mud,lake,mud lake,pacific,marine,pax,limnetic,pax limnetic,mud lake_pax limnetic,mud_lake_pax_limnetic,2,Allopatric,0.469383018, Diff_Ecology, mud    pax  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_mud lake_pacific_pax limnetic,2609.628721,2001
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,mud,lake,mud lake,pacific,marine,pri,limnetic,pri limnetic,mud lake_pri limnetic,mud_lake_pri_limnetic,2,Allopatric,0.459461009, Diff_Ecology, mud    pri  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_mud lake_pacific_pri limnetic,2617.655568,1996
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,pax,benthic,pax benthic,pacific,marine,roberts,stream,roberts stream,pax benthic_roberts stream,pax_benthic_roberts_stream,2,Allopatric,0.417021604, Diff_Ecology, pax    roberts  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_pax benthic_pacific_roberts stream,78.48047012,76
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,pax,benthic,pax benthic,pacific,marine,wc,stream,wc stream,pax benthic_wc stream,pax_benthic_wc_stream,2,Allopatric,0.319699562, Diff_Ecology, pax    wc  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_pax benthic_pacific_wc stream,888.3276083,731
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,pax,limnetic,pax limnetic,pacific,marine,pcr,lake,pcr lake,pax limnetic_pcr lake,pax_limnetic_pcr_lake,2,Allopatric,0.375295017, Diff_Ecology, pax    pcr  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_pax limnetic_pacific_pcr lake,802.9451738,745
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,pax,limnetic,pax limnetic,pacific,marine,roberts,lake,roberts lake,pax limnetic_roberts lake,pax_limnetic_roberts_lake,2,Allopatric,0.388139576, Diff_Ecology, pax    roberts  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_pax limnetic_pacific_roberts lake,78.48047012,75
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,pcr,lake,pcr lake,pacific,marine,pri,limnetic,pri limnetic,pcr lake_pri limnetic,pcr_lake_pri_limnetic,2,Allopatric,0.421052862, Diff_Ecology, pcr    pri  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_pcr lake_pacific_pri limnetic,810.972021,750
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,pri,benthic,pri benthic,pacific,marine,roberts,stream,roberts stream,pri benthic_roberts stream,pri_benthic_roberts_stream,2,Allopatric,0.451800645, Diff_Ecology, pri    roberts  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_pri benthic_pacific_roberts stream,86.50731725,72
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,pri,benthic,pri benthic,pacific,marine,wc,stream,wc stream,pri benthic_wc stream,pri_benthic_wc_stream,2,Allopatric,0.35987335, Diff_Ecology, pri    wc  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_pri benthic_pacific_wc stream,896.3544554,735
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,pri,limnetic,pri limnetic,pacific,marine,roberts,lake,roberts lake,pri limnetic_roberts lake,pri_limnetic_roberts_lake,2,Allopatric,0.402579727, Diff_Ecology, pri    roberts  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_pri limnetic_pacific_roberts lake,86.50731725,70
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,bea,lake,bea lake,pacific,marine,boot,stream,boot stream,bea lake_boot stream,bea_lake_boot_stream,2,Allopatric,0.455072714, Diff_Ecology, bea    boot  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_bea lake_pacific_boot stream,2668.239522,1977
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,bea,lake,bea lake,pacific,marine,constance,stream,constance stream,bea lake_constance stream,bea_lake_constance_stream,2,Allopatric,0.28377226, Diff_Ecology, bea    constance  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_bea lake_pacific_constance stream,18486.16003,7757
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,bea,lake,bea lake,pacific,marine,geneva,stream,geneva stream,bea lake_geneva stream,bea_lake_geneva_stream,2,Allopatric,0.257366791, Diff_Ecology, bea    geneva  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_bea lake_pacific_geneva stream,16589.94919,7842
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,bea,lake,bea lake,pacific,marine,joes,stream,joes stream,bea lake_joes stream,bea_lake_joes_stream,2,Allopatric,0.419157071, Diff_Ecology, bea    joes  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_bea lake_pacific_joes stream,1986.18092,1857
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,bea,lake,bea lake,pacific,marine,misty,stream,misty stream,bea lake_misty stream,bea_lake_misty_stream,2,Allopatric,0.53130318, Diff_Ecology, bea    misty  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_bea lake_pacific_misty stream,1992.548631,1864
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,bea,lake,bea lake,pacific,marine,roberts,stream,roberts stream,bea lake_roberts stream,bea_lake_roberts_stream,2,Allopatric,0.517484229, Diff_Ecology, bea    roberts  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_bea lake_pacific_roberts stream,2668.239522,1966
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,bea,lake,bea lake,pacific,marine,wc,stream,wc stream,bea lake_wc stream,bea_lake_wc_stream,2,Allopatric,0.449498241, Diff_Ecology, bea    wc  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_bea lake_pacific_wc stream,2848.773786,2654
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,boot,lake,boot lake,pacific,marine,constance,stream,constance stream,boot lake_constance stream,boot_lake_constance_stream,2,Allopatric,0.419413785, Diff_Ecology, boot    constance  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_boot lake_pacific_constance stream,20648.0939,8344
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,boot,lake,boot lake,pacific,marine,geneva,stream,geneva stream,boot lake_geneva stream,boot_lake_geneva_stream,2,Allopatric,0.357473087, Diff_Ecology, boot    geneva  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_boot lake_pacific_geneva stream,18751.88307,8357
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,boot,lake,boot lake,pacific,marine,joes,stream,joes stream,boot lake_joes stream,boot_lake_joes_stream,2,Allopatric,0.538105785, Diff_Ecology, boot    joes  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_boot lake_pacific_joes stream,874.3524653,147
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,boot,lake,boot lake,pacific,marine,misty,stream,misty stream,boot lake_misty stream,boot_lake_misty_stream,2,Allopatric,0.596701336, Diff_Ecology, boot    misty  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_boot lake_pacific_misty stream,883.6852253,137
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,boot,lake,boot lake,pacific,marine,roberts,stream,roberts stream,boot lake_roberts stream,boot_lake_roberts_stream,2,Allopatric,0.606019032, Diff_Ecology, boot    roberts  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_boot lake_pacific_roberts stream,0,13
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,boot,lake,boot lake,pacific,marine,wc,stream,wc stream,boot lake_wc stream,boot_lake_wc_stream,2,Allopatric,0.471620604, Diff_Ecology, boot    wc  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_boot lake_pacific_wc stream,961.0868583,771
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,boot,stream,boot stream,pacific,marine,constance,lake,constance lake,boot stream_constance lake,boot_stream_constance_lake,2,Allopatric,0.40281401, Diff_Ecology, boot    constance  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_boot stream_pacific_constance lake,20648.0939,8348
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,boot,stream,boot stream,pacific,marine,geneva,lake,geneva lake,boot stream_geneva lake,boot_stream_geneva_lake,2,Allopatric,0.337707829, Diff_Ecology, boot    geneva  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_boot stream_pacific_geneva lake,18751.88307,8341
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,boot,stream,boot stream,pacific,marine,hadsten,lake,hadsten lake,boot stream_hadsten lake,boot_stream_hadsten_lake,2,Allopatric,0.127297731, Diff_Ecology, boot    hadsten  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_boot stream_pacific_hadsten lake,14794.63227,7497
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,boot,stream,boot stream,pacific,marine,hald,lake,hald lake,boot stream_hald lake,boot_stream_hald_lake,2,Allopatric,0.160803464, Diff_Ecology, boot    hald  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_boot stream_pacific_hald lake,14519.46818,7471
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,boot,stream,boot stream,pacific,marine,joes,lake,joes lake,boot stream_joes lake,boot_stream_joes_lake,2,Allopatric,0.521088537, Diff_Ecology, boot    joes  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_boot stream_pacific_joes lake,874.3524653,145
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,boot,stream,boot stream,pacific,marine,misty,lake,misty lake,boot stream_misty lake,boot_stream_misty_lake,2,Allopatric,0.641493134, Diff_Ecology, boot    misty  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_boot stream_pacific_misty lake,883.6852253,135
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,boot,stream,boot stream,pacific,marine,mud,lake,mud lake,boot stream_mud lake,boot_stream_mud_lake,2,Allopatric,0.49095873, Diff_Ecology, boot    mud  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_boot stream_pacific_mud lake,2682.387971,1937
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,boot,stream,boot stream,pacific,marine,pcr,lake,pcr lake,boot stream_pcr lake,boot_stream_pcr_lake,2,Allopatric,0.529261201, Diff_Ecology, boot    pcr  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_boot stream_pacific_pcr lake,875.7044239,800
,,,,,,,,,,,,,,,,,,,,,,
