Var1,temp1,temp2,temp3,pop1,Var2,temp4,temp5,temp6,pop2,popcomp,pop_comp,Qual_ecology_score,APS,Correlation,Ecology,temp,Geography,combined,APS2,comparison,least.cost.distance,euc.distance
pacific,marine,boot,stream,boot stream,pacific,marine,roberts,lake,roberts lake,boot stream_roberts lake,boot_stream_roberts_lake,2,Allopatric,0.645041308, Diff_Ecology, boot    roberts  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_boot stream_pacific_roberts lake,0,12
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,constance,lake,constance lake,pacific,marine,geneva,stream,geneva stream,constance lake_geneva stream,constance_lake_geneva_stream,2,Allopatric,0.600851628, Diff_Ecology, constance    geneva  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_constance lake_pacific_geneva stream,1906.331695,240
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,constance,lake,constance lake,pacific,marine,joes,stream,joes stream,constance lake_joes stream,constance_lake_joes_stream,2,Allopatric,0.378058653, Diff_Ecology, constance    joes  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_constance lake_pacific_joes stream,19967.57576,8384
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,constance,lake,constance lake,pacific,marine,misty,stream,misty stream,constance lake_misty stream,constance_lake_misty_stream,2,Allopatric,0.440373399, Diff_Ecology, constance    misty  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_constance lake_pacific_misty stream,19967.57576,8379
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,constance,lake,constance lake,pacific,marine,roberts,stream,roberts stream,constance lake_roberts stream,constance_lake_roberts_stream,2,Allopatric,0.451664286, Diff_Ecology, constance    roberts  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_constance lake_pacific_roberts stream,20648.0939,8337
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,constance,lake,constance lake,pacific,marine,wc,stream,wc stream,constance lake_wc stream,constance_lake_wc_stream,2,Allopatric,0.37876678, Diff_Ecology, constance    wc  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_constance lake_pacific_wc stream,20830.26688,8967
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,constance,stream,constance stream,pacific,marine,geneva,lake,geneva lake,constance stream_geneva lake,constance_stream_geneva_lake,2,Allopatric,0.619582005, Diff_Ecology, constance    geneva  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_constance stream_pacific_geneva lake,1906.331695,243
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,constance,stream,constance stream,pacific,marine,hadsten,lake,hadsten lake,constance stream_hadsten lake,constance_stream_hadsten_lake,2,Allopatric,0.260831093, Diff_Ecology, constance    hadsten  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_constance stream_pacific_hadsten lake,7530.341319,1003
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,constance,stream,constance stream,pacific,marine,hald,lake,hald lake,constance stream_hald lake,constance_stream_hald_lake,2,Allopatric,0.301633414, Diff_Ecology, constance    hald  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_constance stream_pacific_hald lake,7117.558398,1007
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,constance,stream,constance stream,pacific,marine,joes,lake,joes lake,constance stream_joes lake,constance_stream_joes_lake,2,Allopatric,0.39246526, Diff_Ecology, constance    joes  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_constance stream_pacific_joes lake,19967.57576,8380
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,constance,stream,constance stream,pacific,marine,misty,lake,misty lake,constance stream_misty lake,constance_stream_misty_lake,2,Allopatric,0.429276647, Diff_Ecology, constance    misty  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_constance stream_pacific_misty lake,19967.57576,8376
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,constance,stream,constance stream,pacific,marine,mud,lake,mud lake,constance stream_mud lake,constance_stream_mud_lake,2,Allopatric,0.287526468, Diff_Ecology, constance    mud  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_constance stream_pacific_mud lake,18493.23014,7751
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,constance,stream,constance stream,pacific,marine,pcr,lake,pcr lake,constance stream_pcr lake,constance_stream_pcr_lake,2,Allopatric,0.350445293, Diff_Ecology, constance    pcr  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_constance stream_pacific_pcr lake,20770.9961,8812
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,constance,stream,constance stream,pacific,marine,roberts,lake,roberts lake,constance stream_roberts lake,constance_stream_roberts_lake,2,Allopatric,0.470354036, Diff_Ecology, constance    roberts  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_constance stream_pacific_roberts lake,20648.0939,8335
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,geneva,lake,geneva lake,pacific,marine,joes,stream,joes stream,geneva lake_joes stream,geneva_lake_joes_stream,2,Allopatric,0.352946678, Diff_Ecology, geneva    joes  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_geneva lake_pacific_joes stream,18071.36492,8383
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,geneva,lake,geneva lake,pacific,marine,misty,stream,misty stream,geneva lake_misty stream,geneva_lake_misty_stream,2,Allopatric,0.388246335, Diff_Ecology, geneva    misty  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_geneva lake_pacific_misty stream,18071.36492,8377
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,geneva,lake,geneva lake,pacific,marine,roberts,stream,roberts stream,geneva lake_roberts stream,geneva_lake_roberts_stream,2,Allopatric,0.393981143, Diff_Ecology, geneva    roberts  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_geneva lake_pacific_roberts stream,18751.88307,8330
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,geneva,lake,geneva lake,pacific,marine,wc,stream,wc stream,geneva lake_wc stream,geneva_lake_wc_stream,2,Allopatric,0.308576465, Diff_Ecology, geneva    wc  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_geneva lake_pacific_wc stream,18934.05605,8941
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,geneva,stream,geneva stream,pacific,marine,hadsten,lake,hadsten lake,geneva stream_hadsten lake,geneva_stream_hadsten_lake,2,Allopatric,0.285038965, Diff_Ecology, geneva    hadsten  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_geneva stream_pacific_hadsten lake,5634.130484,1152
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,geneva,stream,geneva stream,pacific,marine,hald,lake,hald lake,geneva stream_hald lake,geneva_stream_hald_lake,2,Allopatric,0.305083565, Diff_Ecology, geneva    hald  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_geneva stream_pacific_hald lake,5221.347563,1149
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,geneva,stream,geneva stream,pacific,marine,joes,lake,joes lake,geneva stream_joes lake,geneva_stream_joes_lake,2,Allopatric,0.376803801, Diff_Ecology, geneva    joes  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_geneva stream_pacific_joes lake,18071.36492,8398
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,geneva,stream,geneva stream,pacific,marine,misty,lake,misty lake,geneva stream_misty lake,geneva_stream_misty_lake,2,Allopatric,0.385391711, Diff_Ecology, geneva    misty  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_geneva stream_pacific_misty lake,18071.36492,8394
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,geneva,stream,geneva stream,pacific,marine,pcr,lake,pcr lake,geneva stream_pcr lake,geneva_stream_pcr_lake,2,Allopatric,0.301081498, Diff_Ecology, geneva    pcr  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_geneva stream_pacific_pcr lake,18874.78526,8800
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,geneva,stream,geneva stream,pacific,marine,roberts,lake,roberts lake,geneva stream_roberts lake,geneva_stream_roberts_lake,2,Allopatric,0.417674549, Diff_Ecology, geneva    roberts  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_geneva stream_pacific_roberts lake,18751.88307,8348
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,hadsten,lake,hadsten lake,pacific,marine,joes,stream,joes stream,hadsten lake_joes stream,hadsten_lake_joes_stream,2,Allopatric,0.130131603, Diff_Ecology, hadsten    joes  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_hadsten lake_pacific_joes stream,14114.11412,7521
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,hadsten,lake,hadsten lake,pacific,marine,misty,stream,misty stream,hadsten lake_misty stream,hadsten_lake_misty_stream,2,Allopatric,0.131569199, Diff_Ecology, hadsten    misty  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_hadsten lake_pacific_misty stream,14114.11412,7517
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,hadsten,lake,hadsten lake,pacific,marine,roberts,stream,roberts stream,hadsten lake_roberts stream,hadsten_lake_roberts_stream,2,Allopatric,0.13039501, Diff_Ecology, hadsten    roberts  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_hadsten lake_pacific_roberts stream,14794.63227,7486
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,hadsten,lake,hadsten lake,pacific,marine,wc,stream,wc stream,hadsten lake_wc stream,hadsten_lake_wc_stream,2,Allopatric,0.150277219, Diff_Ecology, hadsten    wc  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_hadsten lake_pacific_wc stream,14976.80525,8156
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,hald,lake,hald lake,pacific,marine,joes,stream,joes stream,hald lake_joes stream,hald_lake_joes_stream,2,Allopatric,0.135597554, Diff_Ecology, hald    joes  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_hald lake_pacific_joes stream,13838.95003,7496
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,hald,lake,hald lake,pacific,marine,misty,stream,misty stream,hald lake_misty stream,hald_lake_misty_stream,2,Allopatric,0.163990771, Diff_Ecology, hald    misty  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_hald lake_pacific_misty stream,13838.95003,7491
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,hald,lake,hald lake,pacific,marine,wc,stream,wc stream,hald lake_wc stream,hald_lake_wc_stream,2,Allopatric,0.160478193, Diff_Ecology, hald    wc  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_hald lake_pacific_wc stream,14701.64116,8127
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,joes,lake,joes lake,pacific,marine,misty,stream,misty stream,joes lake_misty stream,joes_lake_misty_stream,2,Allopatric,0.589588564, Diff_Ecology, joes    misty  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_joes lake_pacific_misty stream,32.31526693,9
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,joes,lake,joes lake,pacific,marine,roberts,stream,roberts stream,joes lake_roberts stream,joes_lake_roberts_stream,2,Allopatric,0.580555563, Diff_Ecology, joes    roberts  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_joes lake_pacific_roberts stream,874.3524653,140
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,joes,lake,joes lake,pacific,marine,wc,stream,wc stream,joes lake_wc stream,joes_lake_wc_stream,2,Allopatric,0.447874199, Diff_Ecology, joes    wc  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_joes lake_pacific_wc stream,1054.886729,838
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,joes,stream,joes stream,pacific,marine,misty,lake,misty lake,joes stream_misty lake,joes_stream_misty_lake,2,Allopatric,0.602782217, Diff_Ecology, joes    misty  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_joes stream_pacific_misty lake,32.31526693,12
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,joes,stream,joes stream,pacific,marine,mud,lake,mud lake,joes stream_mud lake,joes_stream_mud_lake,2,Allopatric,0.442724047, Diff_Ecology, joes    mud  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_joes stream_pacific_mud lake,2000.329369,1818
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,joes,stream,joes stream,pacific,marine,pcr,lake,pcr lake,joes stream_pcr lake,joes_stream_pcr_lake,2,Allopatric,0.505730841, Diff_Ecology, joes    pcr  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_joes stream_pacific_pcr lake,969.6346534,902
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,joes,stream,joes stream,pacific,marine,roberts,lake,roberts lake,joes stream_roberts lake,joes_stream_roberts_lake,2,Allopatric,0.618211043, Diff_Ecology, joes    roberts  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_joes stream_pacific_roberts lake,874.3524653,144
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,misty,lake,misty lake,pacific,marine,roberts,stream,roberts stream,misty lake_roberts stream,misty_lake_roberts_stream,2,Allopatric,0.729045846, Diff_Ecology, misty    roberts  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_misty lake_pacific_roberts stream,883.6852253,131
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,misty,lake,misty lake,pacific,marine,wc,stream,wc stream,misty lake_wc stream,misty_lake_wc_stream,2,Allopatric,0.575132687, Diff_Ecology, misty    wc  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_misty lake_pacific_wc stream,1064.219489,834
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,misty,stream,misty stream,pacific,marine,mud,lake,mud lake,misty stream_mud lake,misty_stream_mud_lake,2,Allopatric,0.554770071, Diff_Ecology, misty    mud  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_misty stream_pacific_mud lake,2006.69708,1825
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,misty,stream,misty stream,pacific,marine,pcr,lake,pcr lake,misty stream_pcr lake,misty_stream_pcr_lake,2,Allopatric,0.60398394, Diff_Ecology, misty    pcr  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_misty stream_pacific_pcr lake,978.9674133,897
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,misty,stream,misty stream,pacific,marine,roberts,lake,roberts lake,misty stream_roberts lake,misty_stream_roberts_lake,2,Allopatric,0.749571361, Diff_Ecology, misty    roberts  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_misty stream_pacific_roberts lake,883.6852253,133
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,mud,lake,mud lake,pacific,marine,roberts,stream,roberts stream,mud lake_roberts stream,mud_lake_roberts_stream,2,Allopatric,0.538485426, Diff_Ecology, mud    roberts  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_mud lake_pacific_roberts stream,2682.387971,1926
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,mud,lake,mud lake,pacific,marine,wc,stream,wc stream,mud lake_wc stream,mud_lake_wc_stream,2,Allopatric,0.47219019, Diff_Ecology, mud    wc  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_mud lake_pacific_wc stream,2862.922235,2617
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,pcr,lake,pcr lake,pacific,marine,roberts,stream,roberts stream,pcr lake_roberts stream,pcr_lake_roberts_stream,2,Allopatric,0.60859615, Diff_Ecology, pcr    roberts  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_pcr lake_pacific_roberts stream,875.7044239,813
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,pcr,lake,pcr lake,pacific,marine,wc,stream,wc stream,pcr lake_wc stream,pcr_lake_wc_stream,2,Allopatric,0.837996889, Diff_Ecology, pcr    wc  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_pcr lake_pacific_wc stream,92.5118747,248
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,pri,limnetic,pri limnetic,pacific,marine,roberts,stream,roberts stream,pri limnetic_roberts stream,pri_limnetic_roberts_stream,2,Allopatric,0.419993218, Diff_Ecology, pri    roberts  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_pri limnetic_pacific_roberts stream,86.50731725,72
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,pri,limnetic,pri limnetic,pacific,marine,wc,stream,wc stream,pri limnetic_wc stream,pri_limnetic_wc_stream,2,Allopatric,0.354210158, Diff_Ecology, pri    wc  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_pri limnetic_pacific_wc stream,896.3544554,735
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,roberts,lake,roberts lake,pacific,marine,wc,stream,wc stream,roberts lake_wc stream,roberts_lake_wc_stream,2,Allopatric,0.603490247, Diff_Ecology, roberts    wc  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_roberts lake_pacific_wc stream,961.0868583,782
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,hald,lake,hald lake,pacific,marine,roberts,stream,roberts stream,hald lake_roberts stream,hald_lake_roberts_stream,1,Allopatric,0.152599084, Diff_Ecology, hald    roberts  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_hald lake_pacific_roberts stream,14519.46818,7460
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,bea,lake,bea lake,pacific,marine,pax,benthic,pax benthic,bea lake_pax benthic,bea_lake_pax_benthic,1,Allopatric,0.469829903, Diff_Ecology, bea    pax  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_bea lake_pacific_pax benthic,2595.480272,2041
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,bea,lake,bea lake,pacific,marine,pri,benthic,pri benthic,bea lake_pri benthic,bea_lake_pri_benthic,1,Allopatric,0.492221043, Diff_Ecology, bea    pri  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_bea lake_pacific_pri benthic,2603.507119,2036
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,boot,lake,boot lake,pacific,marine,lq,benthic,lq benthic,boot lake_lq benthic,boot_lake_lq_benthic,1,Allopatric,0.326508357, Diff_Ecology, boot    lq  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_boot lake_pacific_lq benthic,120.3730956,96
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,boot,lake,boot lake,pacific,marine,pax,benthic,pax benthic,boot lake_pax benthic,boot_lake_pax_benthic,1,Allopatric,0.321340298, Diff_Ecology, boot    pax  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_boot lake_pacific_pax benthic,78.48047012,67
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,boot,lake,boot lake,pacific,marine,pri,benthic,pri benthic,boot lake_pri benthic,boot_lake_pri_benthic,1,Allopatric,0.344055097, Diff_Ecology, boot    pri  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_boot lake_pacific_pri benthic,86.50731725,63
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,boot,stream,boot stream,pacific,marine,lq,limnetic,lq limnetic,boot stream_lq limnetic,boot_stream_lq_limnetic,1,Allopatric,0.347490621, Diff_Ecology, boot    lq  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_boot stream_pacific_lq limnetic,120.3730956,97
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,boot,stream,boot stream,pacific,marine,pax,limnetic,pax limnetic,boot stream_pax limnetic,boot_stream_pax_limnetic,1,Allopatric,0.422031163, Diff_Ecology, boot    pax  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_boot stream_pacific_pax limnetic,78.48047012,68
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,boot,stream,boot stream,pacific,marine,pri,limnetic,pri limnetic,boot stream_pri limnetic,boot_stream_pri_limnetic,1,Allopatric,0.457705215, Diff_Ecology, boot    pri  , Same_Ocean,Diff_Ecology_Same_Ocean,Allopatric,pacific_boot stream_pacific_pri limnetic,86.50731725,63
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,constance,lake,constance lake,pacific,marine,lq,benthic,lq benthic,constance lake_lq benthic,constance_lake_lq_benthic,1,Allopatric,0.15359596, Diff_Ecology, constance    lq  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_constance lake_pacific_lq benthic,20559.16009,8338
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,constance,lake,constance lake,pacific,marine,pax,benthic,pax benthic,constance lake_pax benthic,constance_lake_pax_benthic,1,Allopatric,0.117311776, Diff_Ecology, constance    pax  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_constance lake_pacific_pax benthic,20579.2316,8349
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,constance,lake,constance lake,pacific,marine,pri,benthic,pri benthic,constance lake_pri benthic,constance_lake_pri_benthic,1,Allopatric,0.151885266, Diff_Ecology, constance    pri  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_constance lake_pacific_pri benthic,20579.2316,8347
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,constance,stream,constance stream,pacific,marine,lq,limnetic,lq limnetic,constance stream_lq limnetic,constance_stream_lq_limnetic,1,Allopatric,0.160200407, Diff_Ecology, constance    lq  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_constance stream_pacific_lq limnetic,20559.16009,8336
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,constance,stream,constance stream,pacific,marine,pax,limnetic,pax limnetic,constance stream_pax limnetic,constance_stream_pax_limnetic,1,Allopatric,0.15107765, Diff_Ecology, constance    pax  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_constance stream_pacific_pax limnetic,20579.2316,8347
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,constance,stream,constance stream,pacific,marine,pri,limnetic,pri limnetic,constance stream_pri limnetic,constance_stream_pri_limnetic,1,Allopatric,0.185494035, Diff_Ecology, constance    pri  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_constance stream_pacific_pri limnetic,20579.2316,8345
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,geneva,lake,geneva lake,pacific,marine,lq,benthic,lq benthic,geneva lake_lq benthic,geneva_lake_lq_benthic,1,Allopatric,0.088217475, Diff_Ecology, geneva    lq  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_geneva lake_pacific_lq benthic,18662.94925,8327
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,geneva,lake,geneva lake,pacific,marine,pax,benthic,pax benthic,geneva lake_pax benthic,geneva_lake_pax_benthic,1,Allopatric,0.100859987, Diff_Ecology, geneva    pax  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_geneva lake_pacific_pax benthic,18683.02076,8339
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,geneva,lake,geneva lake,pacific,marine,pri,benthic,pri benthic,geneva lake_pri benthic,geneva_lake_pri_benthic,1,Allopatric,0.102614694, Diff_Ecology, geneva    pri  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_geneva lake_pacific_pri benthic,18683.02076,8337
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,geneva,stream,geneva stream,pacific,marine,lq,limnetic,lq limnetic,geneva stream_lq limnetic,geneva_stream_lq_limnetic,1,Allopatric,0.115414923, Diff_Ecology, geneva    lq  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_geneva stream_pacific_lq limnetic,18662.94925,8345
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,geneva,stream,geneva stream,pacific,marine,mud,lake,mud lake,geneva stream_mud lake,geneva_stream_mud_lake,1,Allopatric,0.264201409, Diff_Ecology, geneva    mud  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_geneva stream_pacific_mud lake,16597.0193,7834
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,geneva,stream,geneva stream,pacific,marine,pax,limnetic,pax limnetic,geneva stream_pax limnetic,geneva_stream_pax_limnetic,1,Allopatric,0.139976174, Diff_Ecology, geneva    pax  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_geneva stream_pacific_pax limnetic,18683.02076,8357
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,geneva,stream,geneva stream,pacific,marine,pri,limnetic,pri limnetic,geneva stream_pri limnetic,geneva_stream_pri_limnetic,1,Allopatric,0.145628348, Diff_Ecology, geneva    pri  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_geneva stream_pacific_pri limnetic,18683.02076,8355
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,hadsten,lake,hadsten lake,pacific,marine,lq,benthic,lq benthic,hadsten lake_lq benthic,hadsten_lake_lq_benthic,1,Allopatric,0.079055502, Diff_Ecology, hadsten    lq  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_hadsten lake_pacific_lq benthic,14705.69846,7496
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,hadsten,lake,hadsten lake,pacific,marine,pax,benthic,pax benthic,hadsten lake_pax benthic,hadsten_lake_pax_benthic,1,Allopatric,0.055495855, Diff_Ecology, hadsten    pax  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_hadsten lake_pacific_pax benthic,14725.76997,7504
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,hadsten,lake,hadsten lake,pacific,marine,pri,benthic,pri benthic,hadsten lake_pri benthic,hadsten_lake_pri_benthic,1,Allopatric,0.076779785, Diff_Ecology, hadsten    pri  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_hadsten lake_pacific_pri benthic,14725.76997,7502
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,hald,lake,hald lake,pacific,marine,lq,benthic,lq benthic,hald lake_lq benthic,hald_lake_lq_benthic,1,Allopatric,0.118135857, Diff_Ecology, hald    lq  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_hald lake_pacific_lq benthic,14430.53436,7469
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,hald,lake,hald lake,pacific,marine,pax,benthic,pax benthic,hald lake_pax benthic,hald_lake_pax_benthic,1,Allopatric,0.10777555, Diff_Ecology, hald    pax  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_hald lake_pacific_pax benthic,14450.60587,7478
,,,,,,,,,,,,,,,,,,,,,,
pacific,marine,hald,lake,hald lake,pacific,marine,pri,benthic,pri benthic,hald lake_pri benthic,hald_lake_pri_benthic,1,Allopatric,0.131200855, Diff_Ecology, hald    pri  , Diff_Ocean,Diff_Ecology_Diff_Ocean,Allopatric,pacific_hald lake_pacific_pri benthic,14450.60587,7475
,,,,,,,,,,,,,,,,,,,,,,
